jaw_width,face_height,eye_distance,cheek_width,temple_width,face_ratio,jaw_to_temple_ratio,eye_to_jaw_ratio,forehead_width,chin_width,jaw_angle,cheek_jaw_ratio,nose_length,face_shape
189.08463713374496,223.6000894454204,124.61540835707277,192.35384061671346,181.33394607739612,1.1825396966928712,1.0427426371289616,0.6590456540841482,181.33394607739612,189.08463713374496,71.43456586307722,1.017289630360906,157.00318468107582,oval
161.00310556011024,181.02486017119307,109.01834707974616,165.01212076693034,159.00314462299164,1.1243563255592466,1.0125781219098569,0.6771195294679849,159.00314462299164,161.00310556011024,74.13494297207455,1.0249002352648615,124.01612798341996,oval
236.47621444872632,283.2543027034188,161.31026005806325,241.46635376383188,228.3703133071372,1.1978130796948927,1.0354945484121985,0.6821415863498574,228.3703133071372,236.47621444872632,73.71502971774042,1.021102077123226,192.12756179163884,oval
301.1345214351885,360.0888779176608,203.08865059377396,306.1633550900565,289.1401044476535,1.1957741550238061,1.0414830623736822,0.6744117201371201,289.1401044476535,301.1345214351885,71.12521517660076,1.0166996252402443,251.04979585731593,oval
88.2779700718135,107.00467279516349,60.29925372672534,89.27485648266257,85.14693182963201,1.212133363602674,1.036772179277655,0.6830611723136851,85.14693182963201,88.2779700718135,67.14841707995838,1.0112925842091534,71.02816342831905,oval
248.0181444975347,298.0151002885592,177.01129907438113,254.00787389370433,244.0184419260151,1.2015858795021406,1.0163909847958634,0.7137030213373788,244.0184419260151,248.0181444975347,68.96523421683044,1.0241503677414583,198.022725968511,oval
160.90059042775448,190.2761151589973,106.56922632730333,160.79800993793424,149.75313018431368,1.1825694029658185,1.0744389130946426,0.6623296163425434,149.75313018431368,160.90059042775448,72.226388807243,0.9993624604512169,132.84953895290718,oval
186.60385848100785,213.15018179677915,124.4025723206719,188.52055590836773,177.40631330367023,1.1422603130067277,1.0518445201078834,0.6666666666666666,177.40631330367023,186.60385848100785,71.60368622146713,1.0102714780013777,150.05332385522155,oval
203.0615670184784,233.05364189387817,135.05924625881784,206.0606706773517,193.04144632694815,1.147699416072518,1.0519065769666867,0.66511476416671,193.04144632694815,203.0615670184784,74.04851295645902,1.0147694302910624,165.0272704737008,oval
121.33424908079334,142.0563268566381,82.29823813423954,124.25779653607253,118.20744477400736,1.1707850663174786,1.0264518390763282,0.6782770632176515,118.20744477400736,121.33424908079334,69.96955009475106,1.0240949894809377,97.0051545022222,oval
97.18538984847466,124.57929201917949,68.06614430096654,99.18165152889924,94.19129471453293,1.281872637578711,1.0317873869662368,0.7003742476836383,94.19129471453293,97.18538984847466,67.27119694539068,1.020540759094932,85.58621384311844,oval
405.80413994931104,452.428999954689,267.1666146808018,412.0691689510391,387.9304061297593,1.1148949836026854,1.046074588475473,0.658363452660127,387.9304061297593,405.80413994931104,76.51100472649156,1.015438553688759,317.79553174958266,oval
173.0028901492689,208.0,115.0173899895142,177.01129907438113,167.0029939851379,1.2022920531589687,1.0359268778418724,0.6648292978821098,167.0029939851379,173.0028901492689,69.53089646256372,1.023169606713817,146.0,oval
158.00316452527144,190.0026315607234,106.00471687618433,160.0,150.0,1.2025242160914686,1.0533544301684763,0.6709024923309663,150.0,158.00316452527144,73.54537198598037,1.0126379460862582,134.01492454200763,oval
244.05122413132864,301.0597947252339,162.077142126828,247.05060210410335,232.0538730553748,1.2335926434985955,1.0517007146572854,0.6641111623337369,232.0538730553748,244.05122413132864,69.31417330395348,1.012289952584547,204.0392119177096,oval
91.0,109.1146186356347,63.0,92.0,88.0056816347672,1.199061743248733,1.0340241483232815,0.6923076923076923,88.0056816347672,91.0,67.55655883499243,1.010989010989011,74.16872656315464,oval
270.4736586065268,326.49655434629017,186.3249849054066,274.5268657162719,259.43399931389104,1.2071288421519193,1.0425528624691893,0.6888840335334245,259.43399931389104,270.4736586065268,71.22889110852995,1.0149855890981294,223.27113561766106,oval
262.37377917772193,299.1320778519081,176.28386199536246,267.4210163767986,254.4425278918601,1.1400989793621392,1.0311710913720864,0.6718806374167234,254.4425278918601,262.37377917772193,71.54237773959392,1.0192368201384097,201.89601283829256,oval
117.51595636338071,136.7186892857008,79.30952023559341,120.50311199301038,114.5294721894762,1.1634053239795092,1.0260761192452168,0.6748829919773103,114.5294721894762,117.51595636338071,74.260240077623,1.0254191492123235,92.5418824100742,oval
132.06059215375342,157.07959765672945,89.02246907382428,134.03357788255897,127.03542812932147,1.1894509565264353,1.0395571857270898,0.6741032099127544,127.03542812932147,132.06059215375342,73.0874111941611,1.0149400036500553,110.04090148667449,oval
197.7321420508057,239.10876186371758,130.5526713629407,200.80836635957178,188.95766721676048,1.2092559124873108,1.0464361936897733,0.6602501242787137,188.95766721676048,197.7321420508057,74.81255640641513,1.0155575329173123,168.96153408394468,oval
139.01438774457844,171.0,96.00520819205592,141.01418368376991,134.00373129133382,1.230088502164187,1.037391917411248,0.6906134663446023,134.00373129133382,139.01438774457844,70.50042923604204,1.0143855321138835,117.00427342623003,oval
135.00370365289984,170.10584939971935,95.02105029939419,138.00362314084367,132.0,1.2600087612193853,1.0227553307037867,0.7038403223640239,132.0,135.00370365289984,65.2933497449386,1.0222210162149088,115.15641536623133,oval
257.3285837212804,299.60307074527793,181.1767093199344,264.31988196123274,256.3298656028985,1.1642821268148982,1.0038962222214445,0.7040675649004925,256.3298656028985,257.3285837212804,69.45578845893272,1.0271687588640555,201.48697228356974,oval
174.0028735394907,201.02238681301145,118.00423721205946,177.01129907438113,168.01190434013895,1.1552819946240058,1.0356580042520265,0.6781740715636968,168.01190434013895,174.0028735394907,71.16750825108598,1.0172895163953004,137.03284277865654,oval
226.05530296810116,278.1150840928985,154.0811474515945,228.07893370497854,214.0840956259946,1.230296659451265,1.0559182470192474,0.681608196881526,214.0840956259946,226.05530296810116,70.94889868628061,1.008951927737625,194.12624758130983,oval
270.09072549793336,322.1257518423512,186.02419197512995,275.0890764825096,259.09457732650446,1.1926575829232462,1.0424406727647249,0.688747055761281,259.09457732650446,270.09072549793336,70.05324097555847,1.0185061925964374,218.11235636707977,oval
362.93250061133955,425.677107676699,246.6576574931336,367.9198282234868,345.90461112855957,1.172882304449642,1.0492271248631935,0.6796240542735978,345.90461112855957,362.93250061133955,75.77582908772924,1.0137417497847296,298.54312921251426,oval
351.0697936308392,418.2021042510427,243.03291958086666,358.05027579936313,340.03676271838606,1.1912221211796856,1.032446582611394,0.6922638289878718,340.03676271838606,351.0697936308392,69.77514056883193,1.0198834599135698,282.177249260106,oval
187.0,226.00884938426637,124.0,190.0,177.00282483621552,1.2086034726431356,1.0564803142155221,0.6631016042780749,177.00282483621552,187.0,71.63348274066308,1.0160427807486632,158.02847844613325,oval
127.56566936288148,151.11915828246265,92.43916918709297,132.54433220624713,128.39003076563228,1.184638147843519,0.993579241333343,0.7246398631291197,128.39003076563228,127.56566936288148,68.99120767965151,1.0390282343849349,99.02019995940222,oval
236.00211863455803,276.00724628168734,158.00316452527144,241.0,228.0021929719098,1.1695117309903307,1.0350870557794758,0.6694989241598057,228.0021929719098,236.00211863455803,71.48047853722984,1.0211772732988937,193.00259065618783,oval
181.13530854032848,221.50846484954022,121.10326172320876,183.17477992343814,172.29045243425418,1.2228894887173416,1.0513368905885803,0.6685789904746594,172.29045243425418,181.13530854032848,71.4104193487123,1.0112593806229424,150.47923444781344,oval
160.0,191.0026177831079,110.01818031580054,161.0,152.00328943809077,1.1937663611444242,1.0526087993981617,0.6876136269737534,152.00328943809077,160.0,70.56891691204316,1.00625,131.00381673829202,oval
117.71151175649729,138.97481786280562,82.37718130647589,121.01652779682617,117.08543888972702,1.1806391387640527,1.0053471454068674,0.6998226433187317,117.08543888972702,117.71151175649729,69.18717715420269,1.0280772542210295,93.14504817756014,oval
270.04629232781554,320.0999843798809,184.0108692441835,272.02941017470886,256.03124809288414,1.1853522654230852,1.0547395848722612,0.6814049089805995,256.03124809288414,270.04629232781554,75.43990182830413,1.007343621827942,222.05629916757596,oval
145.03103116229988,176.28386199536246,102.0196059588548,149.05368160498418,143.05593311708537,1.2154906476400107,1.0138064741683799,0.703432949081688,143.05593311708537,145.03103116229988,67.42855080004028,1.0277364810168292,118.27087553578015,oval
475.05157614726426,549.0737655361072,326.02453895374197,485.06597489413747,461.06940909151626,1.1558192691184679,1.0303255145104904,0.6862929318072098,461.06940909151626,475.05157614726426,76.0867219138096,1.0210806557639307,385.0467504083108,oval
150.9602596712128,170.49633427144408,106.04244433244644,153.16004700965587,147.12239802287073,1.129412036272197,1.0260861819812472,0.7024527154590479,147.12239802287073,150.9602596712128,72.45821171522185,1.014571963132775,117.04699910719626,oval
299.60807732769825,345.77593901253454,218.21548982599745,308.76852171165376,301.8095425926755,1.1540941822951585,0.9927057797905736,0.7283364713406003,301.8095425926755,299.60807732769825,69.3559235817777,1.0305747577490583,228.1622229905731,oval
124.25779653607253,146.34206503941374,86.20904824900923,128.2497563350512,124.25779653607253,1.1777294392704771,1.0,0.6937918637884617,124.25779653607253,124.25779653607253,68.60683793577569,1.032126433191818,97.25224933131366,oval
268.00746258266764,330.01363608190496,177.01129907438113,271.01660465735307,255.03137061938085,1.231359876705341,1.0508803757426879,0.66047153078725,255.03137061938085,268.00746258266764,73.92330469162147,1.0112278294256722,227.03523955544875,oval
70.11419257183242,86.20904824900923,46.09772228646444,71.06335201775947,67.11929677819934,1.2295520362826333,1.0446204882558578,0.6574663501863341,67.11929677819934,70.11419257183242,71.97284343364375,1.0135373368944474,60.13318551349163,oval
97.02061636580135,114.21471008587291,64.00781202322104,99.04544411531506,93.04837451562494,1.1772210316129499,1.0426900724580566,0.6597341309592324,93.04837451562494,97.02061636580135,70.0361673711974,1.0208700771584405,77.23341245859851,round
199.0226117806718,220.18401395196702,132.015150645674,202.02227599945508,191.02355875650522,1.1063266227991,1.0418746937615315,0.663317346026783,191.02355875650522,199.0226117806718,75.07633284452672,1.0150719769575176,150.16324450410627,round
135.36986370680884,155.2610704587599,94.19129471453293,138.2931668593933,132.24220203853233,1.1469396969700174,1.023651010192383,0.6958069701432025,132.24220203853233,135.36986370680884,72.73908355366542,1.0215949331153638,104.12012293500234,round
88.20430828479978,100.24470060806208,59.21148537234985,89.20201791439474,85.21150157109074,1.1365057167546226,1.0351220980563545,0.671299242902784,85.21150157109074,88.20430828479978,74.29071579816426,1.0113113480395255,67.1863081289633,round
251.3901350490906,281.1778796420515,169.29559947027565,254.3855341799136,241.3503677229434,1.1184920982963156,1.0415983096312176,0.6734377203672538,241.3503677229434,251.3901350490906,78.32758131050505,1.0119153407918655,193.06475597581243,round
208.19462048765814,232.26062946612367,133.09395177843356,210.15232570685484,195.1640335717624,1.1155938079576468,1.0667673580906205,0.6392766127514973,195.1640335717624,208.19462048765814,78.28073031983182,1.0094032459369562,166.19265928433782,round
87.14355971613737,97.62171889492625,57.14017850864661,89.1403387922662,84.1486779456457,1.1202402014895945,1.0355903603432268,0.6557016800183033,84.1486779456457,87.14355971613737,72.3567388651208,1.0229136735133746,67.47592163134935,round
222.50617968946392,252.05158202241066,146.27713423498562,226.497240601293,211.463944917331,1.1327846371466228,1.0522180496370184,0.6574070636560937,211.463944917331,222.50617968946392,74.67468787889747,1.0179368542365839,172.8380745090618,round
87.0976463516667,95.34149149242423,58.69412236331676,88.07383266328314,82.97590011563598,1.0946506075201168,1.049674016555248,0.6738887308886917,82.97590011563598,87.0976463516667,72.5636061925919,1.0112079528265894,66.49060083951716,round
353.0,417.0011990390435,249.0,360.0013888862097,348.0014367786432,1.1813065128584803,1.0143636281149502,0.7053824362606232,348.0014367786432,353.0,71.31719359794786,1.0198339628504525,279.0017921089397,round
315.15869018638847,356.16849944934773,219.25783908448975,322.41588050218616,309.0792778560219,1.130124316859883,1.0196694271208908,0.6957061503042107,309.0792778560219,315.15869018638847,72.56113692258661,1.0230270988609125,236.93459012984997,round
307.3662310664592,372.4848990227658,208.153789300123,313.26985172531363,298.24151287169934,1.211860189489152,1.0305950640703905,0.6772174958124,298.24151287169934,307.3662310664592,71.11906998068089,1.0192071218701249,253.23901753086943,round
249.51352668743232,291.56474409640134,166.97305171793442,254.568261965234,241.6112580158466,1.168532816505964,1.0327065416424737,0.6691943877139093,241.6112580158466,249.51352668743232,72.75775944055573,1.0202583617205403,201.45719148245863,round
120.03749414245534,138.0905500025255,80.02499609497022,121.03718436910205,114.0701538527936,1.150395141026899,1.0523128977047103,0.6666666666666666,114.0701538527936,120.03749414245534,76.96197522378552,1.008328149748447,95.08417323613851,round
140.089257261219,165.14841809717706,93.08598175880189,142.08800090085018,133.06013678032951,1.17887996071841,1.0528266440345986,0.6644762316444299,133.06013678032951,140.089257261219,73.90918365114783,1.0142676439200773,117.06835610018618,round
88.28363381737297,97.32420048477151,56.88585061331157,89.44271909999159,84.34453153583817,1.1024036537292994,1.0467025213111898,0.6443532980414909,84.34453153583817,88.28363381737297,76.48058588587062,1.013129107089275,65.92419889539804,round
72.17340230306452,84.09518416651456,48.16637831516918,72.11102550927978,67.11929677819934,1.165182483893292,1.0753003348882937,0.6673702053411997,67.11929677819934,72.17340230306452,74.9600622313458,0.9991357371026682,58.034472514187634,round
100.0199980003999,108.07404868885037,66.06814663663572,101.04454463255303,94.02127418834527,1.080524403613948,1.06380177107617,0.660549369700763,94.02127418834527,100.0199980003999,78.1434510142621,1.0102434178427901,75.02666192761077,round
353.8657937693328,407.65303874741323,234.97446669797975,360.1902275187377,336.7862823809782,1.1519989948877105,1.0507132038383735,0.6640214195191404,336.7862823809782,353.8657937693328,74.25548089477138,1.0178724077341237,283.3972476930572,round
188.73261509341728,222.10357943986403,125.13193037750197,192.03385118254542,180.0499930574839,1.1768160968358812,1.048223395560817,0.6630116915169391,180.0499930574839,188.73261509341728,73.01100313027341,1.017491603597471,154.20765220960988,round
123.00406497347964,144.08677940741129,82.02438661763951,125.01599897613104,119.00420160649792,1.1713985179146493,1.0336111104732904,0.6668428936500954,119.00420160649792,123.00406497347964,68.36566162898565,1.0163566464497347,95.13148795220224,round
163.22989922192565,188.09572031282372,107.91200118615167,165.21501142450705,155.16765126791086,1.1523361909149423,1.0519583037323585,0.6611043791642341,155.16765126791086,163.22989922192565,76.40215620003619,1.0121614496611462,130.39171752837677,round
301.42494919963076,353.5109616405126,202.35612172603032,306.41801513618617,288.44410203711914,1.1727992741781497,1.0450029904263431,0.6713316938871303,288.44410203711914,301.42494919963076,74.4617527105298,1.0165648727811465,247.39644298170498,round
165.77394246382633,193.49418595916518,114.5294721894762,169.85287751463028,162.9969324864735,1.1672171336661532,1.0170371916513417,0.6908774110531138,162.9969324864735,165.77394246382633,70.92795913508046,1.024605405350084,129.2594290564522,round
164.97575579460153,188.51259904844557,112.80514172678478,168.12197952677099,158.68522300453813,1.1426684978073258,1.0396415789130125,0.6837679947787582,158.68522300453813,164.97575579460153,71.35830631220463,1.0190708247828038,128.09761902549164,round
147.41099009232656,168.14577009250038,104.38869670610895,152.47294842036735,146.4923206178399,1.1406596617198432,1.0062711101210773,0.7081473141231067,146.4923206178399,147.41099009232656,72.99608515461605,1.0343390837065158,110.07270324653611,round
